5.000000e-01  5.000000e-01  
1.191770e+00  6.917702e-01  
2.255151e+00  1.063380e+00  
3.628462e+00  1.373311e+00  
4.814629e+00  1.186167e+00  
5.602884e+00  7.882556e-01  
6.139529e+00  5.366448e-01  
3.357238e-01  4.793799e-01  
9.468848e-01  6.111609e-01  
1.882685e+00  9.358007e-01  
3.199188e+00  1.316503e+00  
4.492666e+00  1.293477e+00  
5.395760e+00  9.030942e-01  
5.988675e+00  5.929148e-01  
1.822958e-01  4.768062e-01  
7.316172e-01  5.493214e-01  
1.548168e+00  8.165509e-01  
2.764617e+00  1.216448e+00  
4.128309e+00  1.363693e+00  
5.158314e+00  1.030005e+00  
5.827434e+00  6.691199e-01  
3.731375e-02  4.930651e-01  
5.453009e-01  5.079871e-01  
1.260758e+00  7.154573e-01  
2.357144e+00  1.096386e+00  
3.736104e+00  1.378960e+00  
4.891023e+00  1.154918e+00  
5.652306e+00  7.612834e-01  
6.177647e+00  5.253413e-01  
3.776664e-01  4.832044e-01  
1.008372e+00  6.307054e-01  
1.977463e+00  9.690913e-01  
3.313932e+00  1.336469e+00  
4.581806e+00  1.267874e+00  
5.453086e+00  8.712795e-01  
6.029166e+00  5.760801e-01  
2.215418e-01  4.755614e-01  
7.849968e-01  5.634550e-01  
1.631181e+00  8.461842e-01  
2.876636e+00  1.245455e+00  
4.226838e+00  1.350202e+00  
5.223273e+00  9.964349e-01  
5.870783e+00  6.475098e-01  
7.478277e-02  4.871852e-01  
5.918532e-01  5.170705e-01  
1.332084e+00  7.402305e-01  
2.460971e+00  1.128888e+00  
3.841570e+00  1.380598e+00  
4.964488e+00  1.122918e+00  
5.700049e+00  7.355617e-01  
6.215353e+00  5.153039e-01  
4.203599e-01  4.881919e-01  
1.071787e+00  6.514275e-01  
2.074438e+00  1.002650e+00  
3.427421e+00  1.352983e+00  
4.667623e+00  1.240202e+00  
5.508225e+00  8.406028e-01  
6.068953e+00  5.607278e-01  
2.614569e-01  4.756889e-01  
8.405411e-01  5.790842e-01  
1.717627e+00  8.770859e-01  
2.990409e+00  1.272782e+00  
4.323434e+00  1.333025e+00  
5.286337e+00  9.629029e-01  
5.913334e+00  6.269973e-01  
1.125555e-01  4.824066e-01  
6.398893e-01  5.273338e-01  
1.406066e+00  7.661765e-01  
2.566827e+00  1.160762e+00  
3.945044e+00  1.378217e+00  
5.035358e+00  1.090314e+00  
5.746353e+00  7.109952e-01  
6.252782e+00  5.064287e-01  
4.638660e-01  4.942693e-01  
1.137099e+00  6.732329e-01  
2.173299e+00  1.036200e+00  
3.539067e+00  1.365768e+00  
4.749999e+00  1.210932e+00  
5.561213e+00  8.112146e-01  
6.108082e+00  5.468683e-01  
3.020806e-01  4.771842e-01  
8.982676e-01  5.961871e-01  
1.807354e+00  9.090866e-01  
3.105301e+00  1.297947e+00  
4.417761e+00  1.312460e+00  
5.347457e+00  9.296961e-01  
5.955141e+00  6.076837e-01  
1.507625e-01  4.788068e-01  
6.896462e-01  5.388836e-01  
1.483036e+00  7.933893e-01  
2.674885e+00  1.191850e+00  
4.046715e+00  1.371829e+00  
5.103944e+00  1.057229e+00  
5.791446e+00  6.875022e-01  
6.898696e-03  4.986382e-01  
5.082964e-01  5.013977e-01  
1.204370e+00  6.960736e-01  
2.273889e+00  1.069519e+00  
3.648546e+00  1.374658e+00  
4.828997e+00  1.180451e+00  
5.612165e+00  7.831674e-01  
6.146618e+00  5.344531e-01  
3.434283e-01  4.799958e-01  
9.581110e-01  6.146826e-01  
1.900036e+00  9.419253e-01  
3.220477e+00  1.320441e+00  
4.509397e+00  1.288920e+00  
5.406529e+00  8.971326e-01  
5.996220e+00  5.896910e-01  
1.895088e-01  4.764739e-01  
7.413332e-01  5.518245e-01  
1.563266e+00  8.219332e-01  
2.785188e+00  1.221922e+00  
4.146673e+00  1.361485e+00  
5.170476e+00  1.023803e+00  
5.835518e+00  6.650425e-01  
4.422955e-02  4.918969e-01  
5.538125e-01  5.095829e-01  
1.273769e+00  7.199564e-01  
2.376210e+00  1.102441e+00  
3.755776e+00  1.379566e+00  
4.904825e+00  1.149050e+00  
5.661258e+00  7.564331e-01  
6.184651e+00  5.233922e-01  
3.855072e-01  4.840420e-01  
1.019961e+00  6.344537e-01  
1.995250e+00  9.752887e-01  
3.335044e+00  1.339794e+00  
4.597939e+00  1.262896e+00  
5.463452e+00  8.655124e-01  
6.036579e+00  5.731268e-01  
2.288744e-01  4.754810e-01  
7.951080e-01  5.662336e-01  
1.646917e+00  8.518093e-01  
2.897568e+00  1.250651e+00  
4.244863e+00  1.347295e+00  
5.235084e+00  9.902204e-01  
5.878713e+00  6.436296e-01  
8.174394e-02  4.862161e-01  
6.006212e-01  5.188773e-01  
1.345561e+00  7.449393e-01  
2.480397e+00  1.134836e+00  
3.860857e+00  1.380460e+00  
4.977785e+00  1.116928e+00  
5.708717e+00  7.309324e-01  
6.222294e+00  5.135771e-01  
4.283450e-01  4.892358e-01  
1.083727e+00  6.553822e-01  
2.092593e+00  1.008866e+00  
3.448228e+00  1.355636e+00  
4.683123e+00  1.234894e+00  
5.518188e+00  8.350658e-01  
6.076240e+00  5.580519e-01  
2.689184e-01  4.758634e-01  
8.510574e-01  5.821390e-01  
1.733987e+00  8.829301e-01  
3.011603e+00  1.277616e+00  
4.341068e+00  1.329465e+00  
5.297794e+00  9.567256e-01  
5.921124e+00  6.233302e-01  
1.195879e-01  4.816491e-01  
6.489582e-01  5.293704e-01  
1.420071e+00  7.711131e-01  
2.586649e+00  1.166578e+00  
3.963985e+00  1.377336e+00  
5.048211e+00  1.084226e+00  
5.754781e+00  7.065698e-01  
6.259688e+00  5.049073e-01  
4.720122e-01  4.955093e-01  
1.149393e+00  6.773811e-01  
2.191781e+00  1.042387e+00  
3.559491e+00  1.367710e+00  
4.764864e+00  1.205374e+00  
5.570789e+00  8.059244e-01  
6.115254e+00  5.444647e-01  
3.096755e-01  4.776073e-01  
9.091826e-01  5.995071e-01  
1.824290e+00  9.151078e-01  
3.126615e+00  1.302325e+00  
4.434930e+00  1.308315e+00  
5.358544e+00  9.236136e-01  
